"_NamedEntity","entity_literal","subjects","abstract","confidence_score","wiki_id"
"https://krr.triply.cc/.well-known/genid/f5f1a0c660b3def833e4eb4123e92506","selective exposure","Sociology","http://ns.inria.fr/covid19/e27449517212f27cc2d83e05e5acc61f70da7337#abstract","0.9785","http://www.wikidata.org/entity/Q7447766"
"https://krr.triply.cc/.well-known/genid/3155dccce70bb961ccfe648b6e4e4e96","post-emergence","Animals, Biology","http://ns.inria.fr/covid19/390b508dfbde0fbf9b91e67cc77fcd3bf0e391ed#abstract","0.9765","http://www.wikidata.org/entity/Q207254"
"https://krr.triply.cc/.well-known/genid/08a12669ea6f61211229bf41e8682771","double-stranded","Engineering, Biology","http://ns.inria.fr/covid19/a305432e0d8be1875ecfe5ff17dab6120ec8cab9#abstract","1","http://www.wikidata.org/entity/Q145911"
"https://krr.triply.cc/.well-known/genid/55e2ea59c192f431ea21d582874d702f","ear canal","Biology","http://ns.inria.fr/covid19/0cfbd799dde9aedd35ace107455d6b0bee8fa640#abstract","1","http://www.wikidata.org/entity/Q258328"
"https://krr.triply.cc/.well-known/genid/1de9237faf3cee7c198d67ba7b08d48a","inflammatory response","Medicine, Animals, Biology, Health","http://ns.inria.fr/covid19/131e6a035170ed5bd2dba6bec02649e9508a0c55#abstract","1","http://www.wikidata.org/entity/Q101991"
"https://krr.triply.cc/.well-known/genid/9acdd866429bc39afa90aaa9b88e4c45","therapeutic benefit","Medicine, Health","http://ns.inria.fr/covid19/f40e19f9fab159093287408f7cfbf24037def8e4#abstract","1","http://www.wikidata.org/entity/Q2419430"
"https://krr.triply.cc/.well-known/genid/838544bf44890990891ff3ee7d1688d9","sphingolipid","Food","http://ns.inria.fr/covid19/f39b51bbd9ece044b1af4f83b6ff05053810e7d9#abstract","1","http://www.wikidata.org/entity/Q410395"
"https://krr.triply.cc/.well-known/genid/9daf5893e3d67e1e204f64c74f25fa94","intracellular","Engineering, Biology, Chemistry","http://ns.inria.fr/covid19/e1684d4ad73d5982451ae73e97542c2559c04038#abstract","1","http://www.wikidata.org/entity/Q3824358"
"https://krr.triply.cc/.well-known/genid/49d10e4e4ba45281635157e685d5c19c","stem cells","Engineering, Biology","http://ns.inria.fr/covid19/a85bd6533482300d8a67cb7e91618935bbdc62ab#abstract","1","http://www.wikidata.org/entity/Q48196"
"https://krr.triply.cc/.well-known/genid/7a0256dd9a87299993a6c2acb601f7a1","infection","Medicine, Health","http://ns.inria.fr/covid19/02480623218229a12cdbc4800defc262f7cc175c#abstract","1","http://www.wikidata.org/entity/Q166231"
"https://krr.triply.cc/.well-known/genid/0016a70bc5167ce0b03b942a795c149e","rat","Animals","http://ns.inria.fr/covid19/f8f464606fc9d44a2cdcdd6347d0baeebeb2b808#abstract","1","http://www.wikidata.org/entity/Q36396"
"https://krr.triply.cc/.well-known/genid/71e57c2636b607b5888d56d3ceae75d8","GenBank","Engineering, Biology, Administration","http://ns.inria.fr/covid19/52c813a9ed6582f44ae9b23fbb625e0f5a1b7365#abstract","1","http://www.wikidata.org/entity/Q901755"
"https://krr.triply.cc/.well-known/genid/82f77055a4ff1c87a17188eaf977b800","viruses","Biology","http://ns.inria.fr/covid19/a62bab2887ddd15979d7ef71e48ea7ae3596adf6#abstract","1","http://www.wikidata.org/entity/Q808"
"https://krr.triply.cc/.well-known/genid/b639e6055a8da66c511b18e065c8debc","cholesterol","Health","http://ns.inria.fr/covid19/e045d8ef8b4339421644d0c0faf831c271a14abd#abstract","1","http://www.wikidata.org/entity/Q43656"
"https://krr.triply.cc/.well-known/genid/fc8d0cf01c9cc09a5f63094dee6eebd9","IFN","Biology, Environment","http://ns.inria.fr/covid19/59fbab6a32c25fca82624af6720778e1b8e512d7#abstract","1","http://www.wikidata.org/entity/Q188269"
"https://krr.triply.cc/.well-known/genid/7db374242cedf903b5ba1da1ec136ff0","ligands","Chemistry, Food","http://ns.inria.fr/covid19/33bfc254b350a34f254ea0c56d349ddae719048b#abstract","1","http://www.wikidata.org/entity/Q899107"
"https://krr.triply.cc/.well-known/genid/fd7d0404fa33a9402b400e6847276671","signaling pathways","Biology, Health","http://ns.inria.fr/covid19/8bf449477aff84ef0591f10731a654610a5126b7#abstract","1","http://www.wikidata.org/entity/Q210973"
"https://krr.triply.cc/.well-known/genid/c7d4d81746ca99894569bd22532a9f0e","viruses","Biology","http://ns.inria.fr/covid19/f0766282327201e2f62b12f14326960106083d73#abstract","1","http://www.wikidata.org/entity/Q808"
"https://krr.triply.cc/.well-known/genid/b2a456f49dd0e2878f6bc4d341b4fc84","Staphylococcus aureus","Medicine, Biology, Health, Optics","http://ns.inria.fr/covid19/a9a1c94b78740907c3fa8294e1b283c3f710d948#abstract","1","http://www.wikidata.org/entity/Q188121"
"https://krr.triply.cc/.well-known/genid/3fa0bcff315e175ac8d019540a5b6257","coronavirus","Animal_Husbandry","http://ns.inria.fr/covid19/7139441855f3ac67f104fb9e067b1359c5582fd6#abstract","1","http://www.wikidata.org/entity/Q290805"
"https://krr.triply.cc/.well-known/genid/87440ff20fe6716dc07569fec754dee1","SARS","Medicine, Animals, Health, Animal_Husbandry","http://ns.inria.fr/covid19/8a51b2fd76dd37ff467598e0f5ed7dc76f9aacfa#abstract","1","http://www.wikidata.org/entity/Q103177"
"https://krr.triply.cc/.well-known/genid/a6705254f13456c29d160b440e991a3e","high affinity","Chemistry, Food","http://ns.inria.fr/covid19/4156b347411e4071b10550a6acc2725c5e82df99#abstract","1","http://www.wikidata.org/entity/Q899107"
"https://krr.triply.cc/.well-known/genid/923a5a74f2793a70142186ba28004e44","herpes simplex","Medicine, Biology, Health","http://ns.inria.fr/covid19/b8d2f75d8d3961f8f39459da6f2fc5ed7111cc8b#abstract","1","http://www.wikidata.org/entity/Q6473911"
"https://krr.triply.cc/.well-known/genid/a049346234250d977a75a7107640774d","gluten-free diet","Health","http://ns.inria.fr/covid19/bd1d9c526a0194d356d7a65ebcebc322dd872a36#abstract","1","http://www.wikidata.org/entity/Q2632776"
"https://krr.triply.cc/.well-known/genid/e3765cb238de101ee7ae3315c65e7ad2","small-molecule","Engineering, Medicine, Biology, Health, Plants","http://ns.inria.fr/covid19/68422d2849ca1b297e561f73160f9a74a7077797#abstract","1","http://www.wikidata.org/entity/Q1988322"
"https://krr.triply.cc/.well-known/genid/f06f7d3bb37f03926505c65bbc214aa7","cell injury","Medicine, Biology","http://ns.inria.fr/covid19/8ed6b522481e264a5d691f7f5fbd5d142b5f82f7#abstract","1","http://www.wikidata.org/entity/Q5058184"
"https://krr.triply.cc/.well-known/genid/5c7ea50e277c0bbcc38624b0ba64e48d","Vulpes vulpes","Medicine, Animals, Architecture","http://ns.inria.fr/covid19/f65cdf4a48c1ad11e613449dad480736e9d26945#abstract","1","http://www.wikidata.org/entity/Q8332"
"https://krr.triply.cc/.well-known/genid/f95ddd583b0d5136232ac8c8143557c4","porcine reproductive and respiratory syndrome virus","Animal_Husbandry","http://ns.inria.fr/covid19/20738b294973fa633e5c597a5f8ae426ca673ab9#abstract","0.995","http://www.wikidata.org/entity/Q1760147"
"https://krr.triply.cc/.well-known/genid/31ef99035deef0ffb1c722e26fe12125","IFN-β","Biology, Environment","http://ns.inria.fr/covid19/4d8f2d58d2eec17e32a824312e1ca61b90a0c579#abstract","1","http://www.wikidata.org/entity/Q6046488"
"https://krr.triply.cc/.well-known/genid/60281eec2d886e17e789eac784b6b13d","ichneumonid wasps","Animals","http://ns.inria.fr/covid19/9f9e925d9999ab39745f2ee8be3efffb5277d082#abstract","1","http://www.wikidata.org/entity/Q1138186"
"https://krr.triply.cc/.well-known/genid/c503d5d8fd1cef501878af630224d43e","pathogenesis","Medicine","http://ns.inria.fr/covid19/587236e2df1d792802bcae5d78d7e9db5766bb4b#abstract","1","http://www.wikidata.org/entity/Q372016"
"https://krr.triply.cc/.well-known/genid/5b0fa2b3418a6f2cc3b152bc59269c86","down-regulated","Engineering, Biology, Chemistry","http://ns.inria.fr/covid19/4b278bf04e245866207aaf19050ccd962fc3aed7#abstract","1","http://www.wikidata.org/entity/Q224527"
"https://krr.triply.cc/.well-known/genid/72638508c90b2d143a4d2b01d2c6bdcc","TNF","Engineering, Medicine, Biology, Chemistry, Food","http://ns.inria.fr/covid19/e3f168287dc3669b48862c0e70e000fc49edf00a#abstract","1","http://www.wikidata.org/entity/Q424381"
"https://krr.triply.cc/.well-known/genid/06c5dc75c3997d17f506f27d4823b34c","viruses","Biology","http://ns.inria.fr/covid19/edd747081d0cb8dabb5b44b3d02e0e709f393102#abstract","1","http://www.wikidata.org/entity/Q808"
"https://krr.triply.cc/.well-known/genid/56072095f0f95fe060ae04aa23025c4e","phenotypes","Biology, Environment","http://ns.inria.fr/covid19/fdd71476c2fcf4654a0669f186c68770594b7d25#abstract","1","http://www.wikidata.org/entity/Q104053"
"https://krr.triply.cc/.well-known/genid/d66e49a4b3b7fb3b0b5ae1c6c215ceb0","PTSD","Psychiatry, Military","http://ns.inria.fr/covid19/9178b1d6f933198524c56affa2c005694cbd39dc#abstract","1","http://www.wikidata.org/entity/Q202387"
"https://krr.triply.cc/.well-known/genid/0bed3bf8dd6dde26516c844655655662","protein interaction network","Engineering, Biology","http://ns.inria.fr/covid19/561bde3336a2cd2006251effb54e5428c4edf3b9#abstract","1.0265","http://www.wikidata.org/entity/Q896177"
"https://krr.triply.cc/.well-known/genid/a9e811bff9d015f4ca222a8fd2b9a130","SARS-CoV","Medicine, Health, Animal_Husbandry","http://ns.inria.fr/covid19/1a2c3991a18171055b98f12c29a2c1f5d5fef1bd#abstract","0.9765","http://www.wikidata.org/entity/Q278567"
"https://krr.triply.cc/.well-known/genid/f7397cbaca413c01f592db4cc02bd0d9","AMA","Engineering, Medicine, Biology, Chemistry, Health, Animal_Husbandry, Food","http://ns.inria.fr/covid19/66f425e847bc112e32f81cac4c2c57b1b6d0f284#abstract","1","http://www.wikidata.org/entity/Q578128"
"https://krr.triply.cc/.well-known/genid/c8a3c474a7ea24b3e4daf4cd70bf7416","reovirus","Biology, Sociology","http://ns.inria.fr/covid19/fb3f45ac7473ba71fc21537056a01c4a528d1b35#abstract","1","http://www.wikidata.org/entity/Q910576"
"https://krr.triply.cc/.well-known/genid/c1becaa51a7e806d6c0e6180fafc08fa","energetic barrier","Engineering, Chemistry, Energy","http://ns.inria.fr/covid19/6cec1582311d7646ec984a1291cdbb76173a8b36#abstract","1.2137","http://www.wikidata.org/entity/Q190474"
"https://krr.triply.cc/.well-known/genid/5858f8e39108723cf7d2e798aaeddea5","amphiphilic","Chemistry","http://ns.inria.fr/covid19/e3a94077b5bd542508ac66b664fce9222b5423ff#abstract","1","http://www.wikidata.org/entity/Q5723218"
"https://krr.triply.cc/.well-known/genid/3e3e7082afde2713a4d89ecaae4628ce","assay","Engineering, Biology, Chemistry","http://ns.inria.fr/covid19/7b329eb91fdc5ea7e947a48e414a7a1f10ed40c9#abstract","1","http://www.wikidata.org/entity/Q739897"
"https://krr.triply.cc/.well-known/genid/50fb903be8807450678f38fc4a878983","Th17","Animal_Husbandry","http://ns.inria.fr/covid19/131e6a035170ed5bd2dba6bec02649e9508a0c55#abstract","1","http://www.wikidata.org/entity/Q768227"
"https://krr.triply.cc/.well-known/genid/07ea6b96eefb2e1b83c405e2f54d1b9e","viruses","Biology","http://ns.inria.fr/covid19/b7240857da81a0bee7cfb964a7e838f7f1120b46#abstract","1","http://www.wikidata.org/entity/Q808"
"https://krr.triply.cc/.well-known/genid/25b1259da14ad422a040ac1cfa71b3e2","positive selection","Biology","http://ns.inria.fr/covid19/eb0d926b1fa6dc7d9f86a001f8ccd69407c5ed86#abstract","1","http://www.wikidata.org/entity/Q43478"
"https://krr.triply.cc/.well-known/genid/1402ea184ded4e7ae807949981f5fac7","Sequencing","Engineering, Biology","http://ns.inria.fr/covid19/3341998ccda48a6464d056736f52a967b45df144#abstract","1","http://www.wikidata.org/entity/Q380546"
"https://krr.triply.cc/.well-known/genid/6ee70dd744cd19133dcfa950691e9e91","gene","Engineering, Biology","http://ns.inria.fr/covid19/ec9ad2ac0be589d617f25f1cfc349f644d1bebf1#abstract","0.995","http://www.wikidata.org/entity/Q7187"
"https://krr.triply.cc/.well-known/genid/db52c5317bcbbadacd3d3f09154c12a5","bisindolylmaleimide","Chemistry","http://ns.inria.fr/covid19/6cec1582311d7646ec984a1291cdbb76173a8b36#abstract","0.995","http://www.wikidata.org/entity/Q27075304"
"https://krr.triply.cc/.well-known/genid/0404feb49a14a3ff52d731ab3d78ba35","fusion proteins","Food","http://ns.inria.fr/covid19/2b7cc2e066ab4f8252246b530424d878b260b108#abstract","1","http://www.wikidata.org/entity/Q425158"
"https://krr.triply.cc/.well-known/genid/a6c0821c94daab23b8bef4aeb7156f7c","autophagy","Medicine, Biology, Health","http://ns.inria.fr/covid19/61ab8b92a20e33291536d1b0ef49ca4657cd4b43#abstract","1","http://www.wikidata.org/entity/Q288322"
"https://krr.triply.cc/.well-known/genid/28d0b83592c86da6d86fb5f0873ade93","astrovirus","Medicine","http://ns.inria.fr/covid19/76fe600c878076b386c8a7826b2c6086c094f9ed#abstract","1","http://www.wikidata.org/entity/Q752185"
"https://krr.triply.cc/.well-known/genid/8f40d2804dd301f4086f3c4304b82bf3","dose-response model","Environment","http://ns.inria.fr/covid19/a4e41dcddb7c0eb538defbf19602371176f1f97c#abstract","1","http://www.wikidata.org/entity/Q1251001"
"https://krr.triply.cc/.well-known/genid/1443591d0f998e3c63442276f00aa492","ACE2","Food","http://ns.inria.fr/covid19/b7f529b58714037f09a19f78d9a06d68f1f15dd9#abstract","1","http://www.wikidata.org/entity/Q14875321"
"https://krr.triply.cc/.well-known/genid/73f36d55f0831cb3f7297989afb836ea","CXCL10","Engineering, Medicine, Biology, Chemistry, Food","http://ns.inria.fr/covid19/ba502a88e3f83aa9e3d5edd649970db6da85c5bf#abstract","1","http://www.wikidata.org/entity/Q14907804"
"https://krr.triply.cc/.well-known/genid/404c5a373fb1e09a06035267f0b91d3d","nosocomial infection","Body_Care","http://ns.inria.fr/covid19/e8dc5f97ae5b0031941cdf6a059ac686584d3e6f#abstract","1","http://www.wikidata.org/entity/Q215509"
"https://krr.triply.cc/.well-known/genid/4857d677fae4c5e4043010823e2a0dc5","fluid accumulation","Medicine","http://ns.inria.fr/covid19/e4c82fce8e83365c3de134fc96250509c39479d6#abstract","1","http://www.wikidata.org/entity/Q152234"
"https://krr.triply.cc/.well-known/genid/af5c1a8b60c4e57f9b03dd03f6dbbf87","stochastic model","Statistics","http://ns.inria.fr/covid19/518c3a7b6ccf6db276937b044cd95d87338edf8c#abstract","1","http://www.wikidata.org/entity/Q176737"
"https://krr.triply.cc/.well-known/genid/0392149f68ac1bb2d7c02dffb96077db","amphiphilic","Chemistry","http://ns.inria.fr/covid19/62641fdbeeff7b487788b42b59a3d1ca66bdb978#abstract","1","http://www.wikidata.org/entity/Q5723218"
"https://krr.triply.cc/.well-known/genid/541cea08dad9ab2046c4668a5344f469","ruthenium red","Engineering, Medicine, Biology, Optics","http://ns.inria.fr/covid19/491de5948b2b58ded0ed7b6f1c1a0adf761997ef#abstract","0.9785","http://www.wikidata.org/entity/Q424006"
"https://krr.triply.cc/.well-known/genid/ba875b9ff6d97f0024a817dba30d2549","serotype","Biology","http://ns.inria.fr/covid19/670dddcf5f258783507e2173684f81d55e02ac17#abstract","1","http://www.wikidata.org/entity/Q848328"
"https://krr.triply.cc/.well-known/genid/c44548028b76a01c8ee5c1ca5ca20ea4","mesenchymal stem cells","Engineering, Biology","http://ns.inria.fr/covid19/cd92f91038067e7a10aa27d676ce696e1e4d67ce#abstract","1","http://www.wikidata.org/entity/Q1922379"
"https://krr.triply.cc/.well-known/genid/bbeeb0350917a507ca7342b4a186662b","cholinergic","Medicine","http://ns.inria.fr/covid19/b09b74729dd81b0672dd91695b014215110b8ecf#abstract","1","http://www.wikidata.org/entity/Q180623"
"https://krr.triply.cc/.well-known/genid/f6254d4be1caec3f82468b7eeee89532","airway","Pharmacy","http://ns.inria.fr/covid19/b323d6bf1873bf0b94bcae0be2052d9e335bf1af#abstract","1","http://www.wikidata.org/entity/Q13400765"
"https://krr.triply.cc/.well-known/genid/37b47809d645cf9b956987b4dc5e6641","mAbs","Engineering, Biology","http://ns.inria.fr/covid19/b7240857da81a0bee7cfb964a7e838f7f1120b46#abstract","1","http://www.wikidata.org/entity/Q422248"
"https://krr.triply.cc/.well-known/genid/56c6db5a2a2dba3f27523cafca9c171a","antigenic drift","Medicine, Biology, Optics","http://ns.inria.fr/covid19/dc6666eb8156bd4638809009f795ebd4a7843569#abstract","1","http://www.wikidata.org/entity/Q575258"
"https://krr.triply.cc/.well-known/genid/527845164bf91fdfdcc4d8cce4f8c9fa","cheetahs","Animals","http://ns.inria.fr/covid19/9a9f30acc275c64c016770509f9b90eb091e272a#abstract","1","http://www.wikidata.org/entity/Q23907"
"https://krr.triply.cc/.well-known/genid/0780812a3c9fe5c26550a7cb98f53ca5","transcriptional regulation","Engineering, Biology, Chemistry","http://ns.inria.fr/covid19/29b8b61dbbf9efe19a1db645e4fb6095a0ce4b11#abstract","1","http://www.wikidata.org/entity/Q3787274"
"https://krr.triply.cc/.well-known/genid/95a362203b1a20de82d55e4a3d87a9d1","fibrotic","Medicine","http://ns.inria.fr/covid19/ce189305e6c6f28599150a1532ef9c63e84a4610#abstract","1","http://www.wikidata.org/entity/Q605709"
"https://krr.triply.cc/.well-known/genid/ba6d21d07add4fb71724bd8eca2c1b56","monomorphic","Biology, Environment","http://ns.inria.fr/covid19/120d23660fed4a3bd15050de3ccf4205ffa4f85c#abstract","1","http://www.wikidata.org/entity/Q485680"
"https://krr.triply.cc/.well-known/genid/a33ff384743fddcefbbb586f67238b1f","PBC","Medicine, Health","http://ns.inria.fr/covid19/66f425e847bc112e32f81cac4c2c57b1b6d0f284#abstract","1","http://www.wikidata.org/entity/Q1072420"
"https://krr.triply.cc/.well-known/genid/4f8baf6eaff89dd4e010f9aa5f052ae9","infectious disease","Medicine, Health","http://ns.inria.fr/covid19/eb67a02e1b127d3bed22c4f4d29766dc5b18a073#abstract","1","http://www.wikidata.org/entity/Q166231"
"https://krr.triply.cc/.well-known/genid/adcc70ceb3d7a1a4d80aa0a538b98a81","catalytic activity","Engineering, Chemistry","http://ns.inria.fr/covid19/09c9fcabc66a106e01ef42247cbd86b6d85bd67f#abstract","1","http://www.wikidata.org/entity/Q82264"
"https://krr.triply.cc/.well-known/genid/b97573995ac4846d649dce33da469b43","microarrays","Engineering, Biology, Electronics","http://ns.inria.fr/covid19/395bb208b08adcb4d1a5610242ccc07b2e0e265b#abstract","1","http://www.wikidata.org/entity/Q1931516"
"https://krr.triply.cc/.well-known/genid/1b294ac55af0e46878bbc23b4b9f6fcb","big data","Computer_Science","http://ns.inria.fr/covid19/3710b91fd1465faf44d583bd4ef0914154351545#abstract","1","http://www.wikidata.org/entity/Q858810"
"https://krr.triply.cc/.well-known/genid/6eb3d1af472329b770fabadb06f58318","entry inhibitors","Biology, Environment","http://ns.inria.fr/covid19/185a750434c1f6e61f6ff947b535b5e5767de1eb#abstract","1","http://www.wikidata.org/entity/Q1345259"
"https://krr.triply.cc/.well-known/genid/26a6ba28322adbe4a8ca48567e87731d","MERS-CoV","Animals, Health, Animal_Husbandry","http://ns.inria.fr/covid19/8e631c0c0bdbb5cf13818b5b71d39c145b045955#abstract","1","http://www.wikidata.org/entity/Q4902157"
"https://krr.triply.cc/.well-known/genid/6c573558819995f5d3437d302c70fbed","C-terminal","Food","http://ns.inria.fr/covid19/58c67994f47dc6c8b552cff7de2892719259ec52#abstract","1","http://www.wikidata.org/entity/Q310425"
"https://krr.triply.cc/.well-known/genid/958bfb2e407e19897ca2f3d7bca195db","virions","Biology","http://ns.inria.fr/covid19/9f9e925d9999ab39745f2ee8be3efffb5277d082#abstract","1","http://www.wikidata.org/entity/Q808"
"https://krr.triply.cc/.well-known/genid/33c985cbe7e8db425a7bff28ce7817dd","viral","Biology","http://ns.inria.fr/covid19/0f219eb4d0ac169c5086c666a306f32a7d911c2c#abstract","1","http://www.wikidata.org/entity/Q808"
"https://krr.triply.cc/.well-known/genid/e3a382e55a0ab292b4573c0752ef70cd","OVA","Electronics, Artisanship, Computer_Science, Economy","http://ns.inria.fr/covid19/c12642f0762cb4888b417ce295044080ab9202a6#abstract","0.995","http://www.wikidata.org/entity/Q220898"
"https://krr.triply.cc/.well-known/genid/147abfd1fd3de833eacef363616645d5","HIV","Medicine","http://ns.inria.fr/covid19/7a054783434b19b3fb546990d25b735659fc851a#abstract","1","http://www.wikidata.org/entity/Q15787"
"https://krr.triply.cc/.well-known/genid/c3c1874eb8008245d6872a2451d6bc5c","ligands","Chemistry, Food","http://ns.inria.fr/covid19/7671df838f978a12b1cf45e324085c22c3a98d0e#abstract","1","http://www.wikidata.org/entity/Q899107"
"https://krr.triply.cc/.well-known/genid/85975fa9386c968739a68928e9397a44","mice","Animals, Biology, Environment","http://ns.inria.fr/covid19/f4e399086421d7a4ee583df68104d16113c12412#abstract","1","http://www.wikidata.org/entity/Q39275"
"https://krr.triply.cc/.well-known/genid/1e26e9dab0de42c9ddfa908d1f57c868","American pika","Animals, Environment","http://ns.inria.fr/covid19/4c6efd303141e36db6479eda5dc5d2a379e6bcd9#abstract","1","http://www.wikidata.org/entity/Q469908"
"https://krr.triply.cc/.well-known/genid/a9e62f0d753cd521278d64e3733d5390","secretory IgA","Engineering, Medicine, Biology, Chemistry, Health, Animal_Husbandry, Food","http://ns.inria.fr/covid19/360ab35f1a888c57572270161254de77913951be#abstract","1","http://www.wikidata.org/entity/Q79453"
"https://krr.triply.cc/.well-known/genid/35d36e5da900908398460c7cc7fabc81","religiosity","Biology, Health, Psychiatry","http://ns.inria.fr/covid19/d3693cdb4860d66db90f3e6249f4da09033448b1#abstract","1.0265","http://www.wikidata.org/entity/Q1553701"
"https://krr.triply.cc/.well-known/genid/7794276ce0f38f70b84f9e5f1926e0d1","intron","Engineering, Biology, Chemistry","http://ns.inria.fr/covid19/3aeb264d986c987ced699cb2c711eb022b697d5a#abstract","1","http://www.wikidata.org/entity/Q207551"
"https://krr.triply.cc/.well-known/genid/b9c9680d317a3352dc29ddc1937fbfca","Catopsilia pomona","Animals","http://ns.inria.fr/covid19/e6e00bfca850f42e1b2baa9ce190d37554f4a42e#abstract","0.995","http://www.wikidata.org/entity/Q1768128"
"https://krr.triply.cc/.well-known/genid/a90b9857d1c83587b60eb64441936de7","autoimmunity","Medicine, Health","http://ns.inria.fr/covid19/1a537a4d664e3ee6f53bbb7566e4837f31945b8d#abstract","1","http://www.wikidata.org/entity/Q192360"
"https://krr.triply.cc/.well-known/genid/aec79d96c9092f1a78e9abd57b35d845","evolutionary mechanism","Biology","http://ns.inria.fr/covid19/d964ce1c8dd79290032b1b70d511f256b805e558#abstract","1","http://www.wikidata.org/entity/Q1063"
"https://krr.triply.cc/.well-known/genid/f894fe8c257b4fbd539b07da4ea5d471","spotted hyenas","Sociology","http://ns.inria.fr/covid19/fb9dd0cc6798855dbdc9f5194636243b353cad4a#abstract","1","http://www.wikidata.org/entity/Q178089"
"https://krr.triply.cc/.well-known/genid/4582121aeb26645a0663cd5b6efb6d81","biochemical","Engineering, Biology","http://ns.inria.fr/covid19/69054df4eca171e384599fa7c01967e17512943f#abstract","1","http://www.wikidata.org/entity/Q7094"
"https://krr.triply.cc/.well-known/genid/03d514c11b5af3926b027af089015477","RNA helicase","Engineering, Biology","http://ns.inria.fr/covid19/a10019330d4147f613949ce0d30e0b0bc66499ea#abstract","1","http://www.wikidata.org/entity/Q138864"
"https://krr.triply.cc/.well-known/genid/22389fc79976f52439668b200c8951a3","genomes","Biology","http://ns.inria.fr/covid19/c82205e91bbd1135020b4fdf0d9df2654c66650a#abstract","1","http://www.wikidata.org/entity/Q7020"
"https://krr.triply.cc/.well-known/genid/a241ae3010f5d68bcb9b2b7d1ebab2f1","viruses","Biology","http://ns.inria.fr/covid19/c9fca01d18bac485ae1c5257a712c516aeea8408#abstract","1","http://www.wikidata.org/entity/Q808"
"https://krr.triply.cc/.well-known/genid/17c6016cc895fd8bc39d916b31d79ad9","epidemics","Medicine, Health","http://ns.inria.fr/covid19/65dffaf5709ea8622c4d95b459ee8be719b43323#abstract","1","http://www.wikidata.org/entity/Q44512"
